"district_name","state","city","year_started","month_started","one_to_one","grade_levels","device_type","notes","source_url","source_2","seda_rank","seda_row_count","web_search","fb_search","leaid"
"Clayton County Public Schools","GA","Jonesboro","2018","Fall","Yes (phased)","Phase 1 (2018-19): 991 students gr3/6/9 at 4 schools; expanded gr3-12 by 2021-22","Chromebook","Extending Learning Beyond the Classroom pilot; Phase 1 2018-19 at Harper ES/Brown ES/Babb MS/North Clayton HS (991 students gr3/6/9); Phase 3 (2020-21) added 15 schools + 9K students; Phase 4 (2021-22) added 29 schools + 23.6K gr3-12; 2020 board accelerated leasing 38K Chromebooks ($37M/5yr)","https://www.ajc.com/news/local/clayton-schools-initiative-aims-provide-laptop-for-every-student/7AobmfPTUVFdrXo8jVgEvO/","https://www.news-daily.com/news/ccps-to-phase-in-laptops-in-schools/article_1d9472f1-1706-5a0a-9bb0-d32bfc600e59.html","85","4105","1","0","1301230"
"Lewisville ISD","TX","Lewisville","2012","Fall","Yes (phased)","Initial 2012-13: 3 model campuses (Downing/Killian MS + Lewisville HS); district-wide gr1-12 by 2016","iPad","1:X (1-to-X) initiative; $1.9M from 2008 Bond funded 2012-13 pilot at 3 schools; $9.3M Bond funded 2013-14 expansion (4 ES + Forestwood MS + opt-in gr4/7/9/10); district-wide gr1-12 by 2016; current iPads gr4-12 + class sets PreK-3","https://www.lisd.net/page/13089","https://en.wikipedia.org/wiki/Lewisville_Independent_School_District","86","4100","1","0","4827300"
"Pasadena ISD","TX","Pasadena","2014","Fall","Yes","12,900 students + teachers initial","Mixed (Dell Venue 11 Pro tablet + later devices)","After 2-year pilot (2012-2014) district announced June 2014 deployment of 12,900 Dell Venue 11 Pro Windows 8.1 tablets with Office 365 + OneNote; current 1:1 with each student receiving own computer + charger + software; pilot started ~2012","https://news.microsoft.com/source/2014/06/29/schools-choosing-microsoft-to-help-bring-the-digital-transition-to-life/","https://www.pasadenaisd.org/17739_4","87","4067","1","0","4834320"
"Capistrano Unified","CA","San Juan Capistrano","2014","Spring","Yes (phased; full 2020)","Pilot Feb 2014 ~1000 students + 28 teachers at 6 schools; full TK-12 by 2020-21","Chromebook","Pilot launched Feb 2014 (1000 students/28 teachers/6 schools); June 2014 board approved up to 5K more devices for next SY; goal of full 1:1 reached 2020-21 (~7K Chromebooks distributed + 35K more ordered Oct 2020 during COVID)","https://www.danapointtimes.com/capo-unified-chromebook-pilot-a-success/","https://cusdinsider.org/capistrano-unified-prepares-for-2020-21-school-year/","88","4045","1","0","0607440"
"Conroe ISD","TX","Conroe","2020 (by)","August","Yes","K-12","Chromebook","upper bound; Aug 2020 COVID-era car-rider distribution at Stockton ES (900+ Chromebooks); operates as 1:1 campus where all students receive a CISD Chromebook upon attending and completing checkout form; specific launch year not clearly documented in public sources","https://www.smore.com/c71zf-the-stockton-story","https://chs9.conroeisd.net/2020/03/27/help-guide-canvas-chromebook-email-march-2020/","89","4022","1","0","4815000"
"Cumberland County Schools","NC","Fayetteville","2020 (by)","","Yes","K-12","Chromebook","upper bound; Nov 2020 NC convenience contract for ~3,500 Lenovo Chromebooks; COVID-era 1:1 distribution program with chromebook pickup at TC Berrien ES; specific launch year not pinned in public sources","https://ncadmin.nc.gov/news/events-calendar/2020/11/17/cumberland-county-schools-lenovo-chromebooks-intel-processor","https://www.ccs.k12.nc.us/site/default.aspx?PageType=3&DomainID=95&ModuleInstanceID=10523&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=19689&PageID=183","90","4019","1","0","3700011"
"Oakland Unified","CA","Oakland","2014","Spring","Yes (phased; full 2020)","Initial 2014: ~8,000 Chromebooks gr3-12 in classrooms; full take-home 2020+","Chromebook","March 2014 deployment of 8K+ Chromebooks gr3-12 for Smarter Balanced assessment field test; #OaklandUndivided campaign launched May 2020 to close digital divide; ~25K Chromebooks + 10K hotspots distributed by March 2021; permanent devices distributed 2020-22","https://thejournal.com/articles/2014/03/04/oakland-unified-rolling-out-8000-chromebooks.aspx","https://www.csmonitor.com/USA/Education/2022/0414/How-Oakland-closed-the-digital-divide-for-nearly-all-its-students","91","4016","1","0","0628050"
"Brownsville ISD","TX","Brownsville","2020 (by)","","Yes (likely)","Not specified","Chromebook","upper bound; ~37,898 students; COVID-era distance learning resources but specific 1:1 launch year not documented in public sources; further research needed","https://www.bisd.us/page/covid-19-resources","","92","3975","1","0","4811680"
"Chula Vista Elementary","CA","Chula Vista","2020 (by)","","Yes (likely)","TK-6","Mixed (Chromebook + iPad)","upper bound; ~28K students TK-6 across 50 schools; technology-based curriculum with school sites issuing computers; specific 1:1 launch year not pinned in public sources; further research needed","https://www.cvesd.org/parents/my-child-s-learning/independent-learning-at-home/technology","","93","3960","1","0","0608610"
"Corona-Norco Unified","CA","Norco","2011","Spring","Yes (phased)","Initial 2011: i3 grant laptop deployment for WriteUp! program (gr4-8 ~26K students at select schools); iPads at Ramirez Aug 2011; full 1:1 Chromebook district later (COVID-era expansion)","Mixed (laptop + iPad + Chromebook)","Investing in Innovation (i3) grant 2010 ($5M) funded WriteUp! online writing program with laptop deployment Mar 2011; iPad deployment at Ramirez School Aug 2011; expanded to ~26K gr4-8 students; current district-wide 1:1 Chromebook + BYOD model","https://www.timetoast.com/timelines/corona-norco-technology-timeline-2008-2014","https://www.cnusd.k12.ca.us/departments/information_technology/1_1_device_f_a_q","94","3932","1","0","0609850"
"Omaha Public Schools","NE","Omaha","2016","Fall","Yes (phased)","2016-18: secondary devices ($8M); 2020 ES procurement begins; 10K iPads via ESSER 2023","Mixed (laptop + iPad)","$8M worth of devices to secondary schools 2016-18; ES device procurement began 2020; superintendent proposed laptop for all ~54K students; 10K new iPads rolled out via ESSER funds in 2023; pre-2020 OPS had not been district-wide 1:1 unlike smaller neighbors (Westside/Council Bluffs)","https://omaha.com/news/education/1-100-microsoft-tablets-coming-soon-to-ops-classrooms/article_5f708066-822a-5ee6-8ad4-a69e87172133.html","https://www.ops.org/site/default.aspx?PageType=3&DomainID=101&ModuleInstanceID=121&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=124971&PageID=195","95","3876","1","0","3174820"
"Wichita Public Schools","KS","Wichita","2020","April","Yes","K-12","Chromebook","COVID-era distribution started April 3 2020 for remote learning; full ES rollout Nov 2020 (~11K devices to all face-to-face ES students); ~$11M for computers + $2M for internet; 16K more devices delayed by supply chain in Aug 2020; pre-2020 only 10 MS were 1:1 via Verizon Innovative Learning","https://www.kwch.com/2020/11/18/wichita-public-schools-deploying-laptops-to-elementary-students-for-possible-move-to-remote-learning-after-thanksgiving/","https://www.kwch.com/2020/08/21/wichita-public-schools-equipped-with-technology-to-support-remote-start/","96","3825","1","0","2012990"
"Sacramento City Unified","CA","Sacramento","2020","April","Yes","K-12","Chromebook","COVID-era distribution; April 2020 distributed 12K laptops + ordered 20K more Chromebooks for distance learning; ~80% free/reduced lunch students; pre-2020 not district-wide 1:1","https://www.capradio.org/articles/2020/04/02/california-schools-give-laptops-to-students-as-districts-prepare-for-distance-learning/","https://www.abc10.com/article/news/education/sacramento-schools-distance-learning/103-cbb14ecd-23d9-4eb7-89cb-396b4b867c37","97","3814","1","0","0633840"
"Alief ISD","TX","Houston","2020 (by)","","Yes","K-12","Chromebook","upper bound; COVID-era 2020-21 emergency device program for students lacking devices/internet; current 1:1 Student Device Program; 2021 Bond Referendum likely funded expansion; specific launch year not pinned in public sources","https://www.aliefisd.net/1to1","https://imdhouston.org/2020/07/alief-isd-2020-2021-school-year/","98","3805","1","0","4807830"
"Portland Public Schools","OR","Portland","2021","Fall","Yes (phased)","Take-home gr3-12; in-classroom 2:1 K-2","Chromebook","PPS 121 program launched Fall 2021 for take-home gr3-12 + 2:1 in-class K-2; funded via 2020 $1.2B School Bond ($128.2M for ed-tech); Verizon partnership donated 2,500 devices Fall 2021; April 2020 COVID-era HS rental program predated full 1:1","https://www.pps.net/121","https://katu.com/news/local/portland-public-schools-rents-chromebooks-to-high-school-students-for-class-work-at-home","99","3783","1","0","4110040"
"Manatee County School District","FL","Bradenton","2021","Spring","Yes","K-12","Chromebook","5-year technology plan approved by School Board Dec 2020; rollout March 2021 with ~32K Chromebooks distributed by end of April 2021; later $66.7M 2024-2029 plan continues modernization","https://www.yourobserver.com/news/2021/mar/03/a-chromebook-on-every-desk-in-manatee-county/","https://www.pulseofmanatee.com/p/manatee-county-school-district-allocates","100","3730","1","0","1201230"
"Chandler Unified","AZ","Chandler","2020 (by)","","Yes (phased)","K-2 iPad on-campus carts; gr3-6 Chromebook on-campus; gr6-8 Chromebook take-home; HS Dell Latitude 2-in-1 laptop","Mixed (iPad K-2 + Chromebook 3-8 + Dell laptop HS)","upper bound; COVID-era 2020 distribution; Jan 2022 Intel/Dell partnership ($1.6M) launched HS 1:1 with 3,600+ Dell Latitude 2-in-1 laptops at Chandler HS; current model: K-2 iPad carts; gr3-6 Chromebook on-campus; gr6-8 Chromebook take-home; HS Windows laptops","https://inbusinessphx.com/growth-enterprise/intel-dell-technologies-and-chandler-unified-school-district-partner-to-bridge-digital-divide","https://1to1.gse.cusd80.com/","101","3727","1","0","0401870"
"Anchorage School District","AK","Anchorage","2020","August","Yes","gr6-12 + ASD Virtual","Chromebook","COVID-era launch; Aug 2020 distributed ~5,000 Chromebooks via CARES Act funds; 1:1 program limited to gr6-12 plus full-time Virtual students; ES Chromebook access later restricted","https://www.alaskasnewssource.com/2020/08/18/thousands-of-chromebooks-go-out-to-asd-students/","https://www.asdk12.org/chromebook","102","3716","1","0","0200180"
"Howard County Public Schools","MD","Ellicott City","2019","Spring","Yes (phased; full 2020)","Initial 2019 mobile lab rollout (target 70% HS / 63% MS / 50% ES); full district 1:1 by 2020 COVID","Chromebook","2019 Chromebook initiative for mobile labs at every school replacing prior Apple/Dell purchases; April 2020 COVID-era distribution to every student (HS pickup stations + ES/MS via FedEx); current K-12 1:1 with PreK-5 sharing on-site devices and gr6-12 take-home","https://atholtonnews.com/2019/03/25/hcpss-implements-new-chromebook-initiative-for-students/","https://chswingspan.wordpress.com/2020/05/06/chromebook-distribution-in-howard-county/","103","3706","1","0","2400420"
"Indianapolis Public Schools","IN","Indianapolis","2020","August","Yes","PreK-2 iPad; gr3-12 Chromebook","Mixed (iPad + Chromebook)","COVID-era launch; 2020-21 SY remote start Aug 17 2020 with 30K+ devices distributed; ~$12-16M spent on tech; PreK-2 iPad + gr3-12 Chromebook + MiFi hotspots; 1:1 maintained as ongoing infrastructure","https://www.panoramaed.com/blog/indianapolis-public-schools-success-story","https://myips.org/students-families/student-technology/","104","3705","1","0","1804770"
"Shelby County Schools","TN","Memphis (suburban)","N/A","","N/A","N/A","N/A","Suburban Shelby County Schools (LEAID 4703810) dissolved 2014 - merged into Memphis City Schools 2013 then 6 suburbs (Arlington/Bartlett/Collierville/Germantown/Lakeland/Millington) seceded to form own districts as of 2014-15 SY; entity does not exist in 1:1 rollout era; successor Bartlett City Schools full 1:1 by Aug 2020 with iPads PreK-3 + iPads MS + MacBooks HS","https://www.shelbycountytn.gov/3713/School-Districts","https://www.actionnews5.com/2020/08/05/shelby-county-municipal-school-districts-rush-distribute-digital-devices/","105","3695","1","0","4703810"
"St. Paul Public Schools","MN","St. Paul","2014","October","Yes (phased)","Initial 2014-15: 40K students; later expanded incl PreK-K; school-by-school rollout from Oct 2014","iPad","Personalized Learning Through Technology referendum 2012 ($9M/yr); board pivoted May 2014 + voted June 2014 (5-2) to make district largest in MN with iPads for all students; ~$11M for 2014-15 SY; rollout started Oct 2014 school-by-school; preschool/K each have own iPad","https://www.startribune.com/june-24-st-paul-school-district-approves-ipads-for-everyone/264507931/","https://appleinsider.com/articles/14/08/26/minnesota-school-district-set-to-roll-apples-ipad-out-to-40000-students","106","3689","1","0","2733840"
"Henrico County Public Schools","VA","Henrico","2001","August","Yes","Initial 2001: HS (11,300 iBooks); MS added 2002-03; full district by 2020","Mixed (iBook then Dell + Chromebook + iPad)","Pioneer 1:1 district; Aug 2001 issued Apple iBooks to all 11,300 HS students; 2002-03 expanded to MS + teachers (largest US district-wide tech rollout at time); switched to Dell 2005 (HS) + 2010-11 (MS); 2018 added Windows 10 + Dell Chromebooks; 2020 reached full K-12 1:1 with PreK-K iPads + gr1-5 Chromebooks + gr6+ Dell laptops (50,400 total devices)","https://www.apple.com/newsroom/2001/05/01Apple-to-Supply-23-000-iBooks-to-Henrico-County-Public-Schools/","https://en.wikibooks.org/wiki/One-to-One_Laptop_Schools/Henrico","107","3634","1","0","5101890"
"Garden Grove Unified","CA","Garden Grove","2020 (by)","Spring","Yes","K-12 (Chromebook + iPad)","Mixed (Chromebook + iPad)","upper bound; COVID-era 2020 device check-out launched for all students; current model: gr2-6 receive Chromebook or iPad; specific 1:1 launch year not pinned in public sources","https://ggusd.us/district/2020-21/device-check-out","https://ggusd.us/studentcovidresponseplan","108","3602","1","0","0614880"
"Round Rock ISD","TX","Round Rock","2020 (by)","April","Yes","K-12","Chromebook","upper bound; April 2020 COVID-era need-based distribution at-home learning; 2022 + 2023 announcements students keep Chromebooks over summer; 2024 Bond funded 44K new devices; specific full 1:1 launch year not pinned in public sources","https://news.roundrockisd.org/2020/04/06/need-based-chromebook-distribution-rescheduled-for-april-8/","https://www.roundrockisd.org/article/2318843","109","3597","1","0","4838080"
"Oklahoma City Public Schools","OK","Oklahoma City","2020","August","Yes","PreK-2 iPad; gr3-12 Chromebook","Mixed (iPad + Chromebook)","COVID-era launch; Aug 2020 first 9 weeks virtual; PreK-2 iPad + gr3-12 Chromebook distributed; pre-2020 Dell $25M contract for 10K laptops + carts; current ~40K Chromebooks + 11K iPads in service","https://www.news9.com/story/5f18b439b9935271e652202b/okcps-lays-out-plan-for-first-nine-weeks-of-virtual-learning","https://sites.google.com/okcps.org/enrollment-back-to-school/student-tools/student-devices","110","3587","1","0","4022770"
"Minneapolis Public Schools","MN","Minneapolis","2020 (by)","","Yes","PreK-2 iPads; gr 3-12 Chromebooks","Mixed (Chromebook + iPad)","upper bound; current MPS device program assigns iPads to PreK-2 and Chromebooks to grades 3-12; specific launch year not surfaced in public sources, COVID-era distribution most likely","https://source.mpls.k12.mn.us/ipad-chromebooks-student-devices","https://www.mpschools.org/the-source/computers-hardware/chromebooks","111","3556","1","0","2721240"
"Jefferson Parish Public Schools","LA","Harvey","2020","April","Yes","K-12","Chromebook","COVID-driven 1:1 rollout; April 2020 launched Chromebook loaner program; ordered 32,000 Chromebooks but only ~2,800 had arrived by Aug 2020","https://wgno.com/news/jefferson-parish-schools-announce-chromebook-loaner-program/","https://www.fox8live.com/2020/08/18/jefferson-parish-schools-still-waiting-thousands-google-chromebooks-arrive/","112","3553","1","0","2200840"
"East Baton Rouge Parish School System","LA","Baton Rouge","2016","August","Yes (phased)","Initial: gr 5-8 (12,805 Chromebooks); now gr 3-12","Chromebook","Aug 2016 launched 1:1 with $3.5M for 12,805 Acer Chromebooks for grades 5-8 across 87 schools; expanded to gr 3+ as 1-to-1 district; added 20K+ more during COVID; 60K devices for ~40K students by 2024","https://www.theadvocate.com/baton_rouge/news/education/article_1299d478-4318-11e6-9d71-d7394259c38e.html","https://www.govtech.com/education/k-12/baton-rouge-schools-have-more-chromebooks-than-students","113","3514","1","0","2200540"
"Adams 12 Five Star Schools","CO","Thornton","2021","August","Yes","K-12","Chromebook","Aug 2021 began providing all K-12 students with district-managed Chromebook as part of 1:1 device initiative","https://www.adams12.org/resources/edtech-chromebooks","","114","3491","1","0","0806900"
"San Juan Unified","CA","Carmichael","2020 (by)","","Yes","K-12","Chromebook","upper bound; 47,000+ Chromebooks in circulation; annual district inventory; specific 1:1 launch year not surfaced, COVID-era distribution likely","https://www.sanjuan.edu/news/news-details/~board/district-news/post/keeping-students-connected-how-san-juan-unified-maintains-technology-access-through-annual-chromebook-inventory","","115","3458","1","0","0634620"
"Newark Public Schools","NJ","Newark","2020","Spring","Yes","K-12","Chromebook","COVID-era 1:1 rollout; 16K+ laptops distributed since spring 2020; 98% of students had devices by Sep 2020; 2022 distribution formula assigns new Chromebooks at K, 5, 9 with student ownership at 4, 8, 12","https://www.njspotlightnews.org/2020/09/newark-laptops-students-remote-access-distance-learning-chrome-books-tablets/","https://www.nps.k12.nj.us/news/new-chromebook-distribution-formula-will-lead-to-student-ownership/","116","3451","1","0","3411340"
"Charleston County School District","SC","Charleston","2020","Fall","Yes","K-12","Laptop","2019 community forum led to district-wide 1:1 plan; rolled out 2020-21 SY with all K-12 students receiving school-issued laptops, youngest at each level getting newest devices to keep through career; funded by federal funding + mill levy; ~$300-400/device","https://unionstreetjournal.com/2021/09/ccsd-issued-individual-laptops-bring-opportunity-concern/","https://www.postandcourier.com/news/charleston-schools-missing-700-000-in-student-technology-devices/article_3f305fdc-e22b-11ea-8f72-870a0937b823.html","117","3429","1","0","4501440"
"Gilbert Unified","AZ","Gilbert","2015","Fall","Yes (phased)","Phased starting 2015-16 SY","Chromebook","Jan 2015 GPS Governing Board approved purchase of 2,100 Chromebooks for 2015-16 SY; planned ~9,000 Chromebooks through 2015-16 fiscal year; gr 7-12 take-home with annual signed Awareness Contract","https://www.eastvalleytribune.com/local/gilbert/gps-governing-board-approves-purchase-of-chromebooks/article_b83c6860-a8f4-11e4-b559-2fbf4500d385.html","https://gpsbobserver.wordpress.com/2015/06/29/gilbertschools-fact-sheet-on-chromebooks/","118","3425","1","0","0403400"
"Tulsa Public Schools","OK","Tulsa","2020 (by)","","Yes","K-12","Mixed (Chromebook + iPad)","upper bound; TPS issues laptop to every student and staff member; iPad or Chromebook issued at start of school year; COVID-era 2020 distribution and partnerships (Phillips 66, T-Mobile) bridged digital divide; specific pre-COVID 1:1 launch not surfaced","https://www.tulsaschools.org/student-and-family-support/student-and-family-support-services/behavior-guide/~board/student-and-family-guide-to-success/post/chromebook-handbook","https://www.tulsaschools.org/about/news/news-item/~board/district-news/post/tulsa-public-schools-kicks-off-2020-2021-school-year-with-back-to-school-week","119","3419","1","0","4030240"
"Frisco ISD","TX","Frisco","2020","August","Yes (phased)","K-1 iPads; 2-5 Chromebooks; MS Chromebook take-home; HS phased starting 9th gr 2020-21, all HS by 2023-24","Mixed (Chromebook + iPad)","2018 bond approved devices; HS '1 For All' rolled out to incoming freshmen at all 10 HS in 2020-21 SY; goal full HS take-home by 2023-24 SY","https://www.friscoisd.org/news/article/2020/01/22/district-rolls-out-high-school-1-1-laptop-initiative","https://communityimpact.com/dallas-fort-worth/frisco/2020/03/09/1-for-all-to-offer-every-frisco-isd-high-schooler-a-take-home-chromebook-by-2023-24-school-year/","120","3417","1","0","4820010"
"Hamilton County Schools","TN","Chattanooga","2022","Fall","Yes (phased)","Initial: middle school 2022-23 SY","Chromebook","Hamilton County implemented 1:1 student-to-device program for middle school in 2022-23 SY using Chromebooks; vendor delays affected rollout","https://www.hcde.org/staff/information_technology/one_to_one_initiative","https://foxchattanooga.com/news/local/after-waiting-months-for-chromebooks-hamilton-county-schools-considering-new-vendor","121","3414","1","0","4701590"
"Collier County Public Schools","FL","Naples","2020","Summer","Yes","K-12","Laptop","'Collier Connect' initiative launched summer 2020; planned pre-COVID, expedited by pandemic; all K-12 students provided a laptop","https://www.collierschools.com/students-families/student-technology","","122","3390","1","0","1200330"
"Klein ISD","TX","Klein","2016","Fall","Yes (phased)","Initial: gr 3-8 phased over 5 years (Future Ready 21); now gr 6-12 1:1","Chromebook","'Future Ready 21' project planned 2015-16 SY; 5-year plan to provide every student in gr 3-8 an electronic device; Klein ISD now issues HP Chromebook 11 G9 EE to all intermediate (gr 6-8) and HS students","https://www.futurereadytx.org/klein-isd-future-ready-21-teachers-prep-for-1-to-1-program/","https://www.kleinisd.net/departments/operations/technology-services/student-device-program","123","3378","1","0","4825740"
"Stockton Unified","CA","Stockton","2019","Fall","Yes","K-12 (phased; need-based first)","Chromebook","Fall 2019 partnership with Sprint 1 Million Project + LCAP funded Chromebook refresh; donated 3,150+ laptops + 1,700 hotspots; April 2020 expanded check-out for distance learning; full district-wide 1:1 by 2020-21 SY","https://www.stocktonusd.net/Page/11896","https://edsource.org/2021/a-california-program-spent-millions-on-devices-for-distance-learning-heres-where-it-went/654590","124","3335","1","0","0638010"
"St. Lucie Public Schools","FL","Fort Pierce","2017 (by)","","Yes (phased)","Initial: 2 HS pilot; full district 1:1 by 2020","Laptop","upper bound; Microsoft case study Oct 2017 referenced 1:1 pilot at 2 HS where each student got a laptop; expanded to full district by 2020 with 8,500 laptops distributed for COVID","https://www.microsoft.com/en-us/industry/microsoft-in-business/customer-experience/2017/10/31/how-st-lucie-schools-fosters-communication-and-appropriate-use/","https://www.stlucie.k12.fl.us/digital-learning/","125","3314","1","0","1201770"
"Lake County Schools","FL","Tavares","2018","Fall","Yes (phased)","Initial 2018-19: Tavares HS first all-digital; 5-yr plan for gr 3-12; full K-12 by 2020-21","Chromebook","2018-19 SY started 5-yr plan to provide every student gr 3-12 a Chromebook; Tavares HS first all-digital; expanded K-12 in 2020-21 SY","https://www.lake.k12.fl.us/site/Default.aspx?DomainID=1&FlexDataID=106840&PageID=1&PageType=3&ViewID=6446ee88-d30c-497e-9316-3f8874b3e108","https://www.fox35orlando.com/news/all-k-12-students-in-one-florida-county-will-receive-a-free-chromebook-computer-for-the-year-district-says","126","3310","1","0","1201050"
"Bakersfield City School District","CA","Bakersfield","2020 (by)","","Yes","K-8 (district serves K-8)","Chromebook","upper bound; specific district 1:1 launch year not surfaced in public sources; COVID-era distribution most likely; Kern Google EDU/Chromebook regional rollout dates to ~2013","https://kern.org/wp-content/uploads/2023/09/Bakersfield-City-School-District.pdf","https://edsource.org/2021/a-california-program-spent-millions-on-devices-for-distance-learning-heres-where-it-went/654590","127","3304","1","0","0603630"
"Caddo Parish Public Schools","LA","Shreveport","2020","March","Yes","K-12","Chromebook","COVID-driven distribution; March 2020 distributed 5,000 Chromebooks for at-home lessons; specific pre-pandemic 1:1 launch not surfaced","https://www.ktbs.com/news/caddo-to-hand-out-5-000-chromebooks-to-students-for-lessons-at-home/article_10b58994-697b-11ea-9b37-277387e96253.html","https://www.caddoschools.org/page/information-technology","128","3297","1","0","2200300"
"Marion County Public Schools","FL","Ocala","2022","","Yes (phased)","Initial: optional Device Checkout pilot; ECF Chromebooks 2022-23 SY","Chromebook","Not full 1:1 historically; March 2020 emergency Chromebook distribution; ECF (Emergency Connectivity Fund) Chromebooks 2022-2023 SY for grant-eligible students; optional Device Checkout Pilot allows take-home use","https://www.marionschools.net/departments/technology_information_services/device_checkout_pilot","https://www.marionschools.net/site/default.aspx?DomainID=4&FlexDataID=103809&ModuleInstanceID=78982&PageID=1&PageType=3&RenderLoc=0&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108","129","3294","1","0","1201260"
"Union County Public Schools","NC","Monroe","2020 (by)","","Yes","Gr 3-12","Chromebook","upper bound; UCPS has gr 3-12 Chromebook 1:1 initiative using Google Apps for Education for 'Anytime, Anywhere Learning'; specific launch year not surfaced","https://sites.google.com/a/ucps.k12.nc.us/ucps-chrome/about","https://www.ucpsnc.org/students-families/technology-services","130","3265","1","0","3704620"
"Escambia County Public Schools","FL","Pensacola","2022 (by)","Fall","Yes (phased)","All incoming HS freshmen + new students 2022-23 SY","Chromebook","upper bound; all incoming freshmen and new students issued Chromebook starting 2022-23 SY; expanded to other grades subsequently","https://www.escambiaschools.org/site/default.aspx?PageType=3&ModuleInstanceID=11161&ViewID=ed695a1c-ef13-4546-b4eb-4fefcdd4f389&RenderLoc=0&FlexDataID=11643&PageID=97&Comments=true","https://www.escambiaschools.org/domain/1736","131","3243","1","0","1200510"
"Killeen ISD","TX","Killeen","2020 (by)","","Yes","K-12","Chromebook","upper bound; KISD has long history of technology integration with state-of-the-art teacher laptops and BYOD wireless; specific 1:1 student device launch year not surfaced; COVID-era distribution likely","https://www.killeenisd.org/technology_services","https://www.killeenisd.org/instructional_technology","132","3227","1","0","4825660"
"Deer Valley Unified","AZ","Phoenix","2020 (by)","","Yes","K-12","Mixed (Chromebook + iPad)","upper bound; DVUSD students carry iPad or Chromebook with optional protection plans; specific 1:1 launch year not surfaced","https://www.dvusd.org/","","133","3211","1","0","0407750"
"Ysleta ISD","TX","El Paso","2020 (by)","","Yes","PK-12","Chromebook","upper bound; 'Discover Infinite Possibilities!' program provides 1:1 Chromebook with 24/7 availability for PK-12; specific launch year not surfaced","https://www.yisd.net/o/yisd/page/discover-infinite-possibilites","https://blog.adobe.com/en/publish/2026/01/20/how-ysleta-independent-school-district-building-more-joyful-confident-community-young-creators","134","3207","1","0","4846680"
"Cincinnati Public Schools","OH","Cincinnati","2014","Fall","Yes (phased)","Initial: gr 7-8 (My Tomorrow); expanded to all grade levels","Mixed","Cincinnati's 'My Tomorrow' initiative launched 2014-15 SY in grades 7-8; introduced classroom technology tied to college/workplace tools; expanded to all grade levels in subsequent years","https://www.cps-k12.org/our-programs/my-tomorrow","https://www.cps-k12.org/our-students/technology-tools","135","3198","1","0","3904375"
"Cherokee County School District","GA","Canton","2020 (by)","","Yes","3-12 (typical)","Mixed (Chromebook + Windows)","upper bound; CCSD uses both Windows and Chromebook devices; uses Digital Learning Days with Canvas LMS for inclement weather/closures; specific 1:1 launch year not surfaced; recent RFQs (2026) for MS Chromebook refresh","https://www.cherokeek12.net/divisions/technology-information-services","https://www.cherokeek12.net/divisions/curriculum-instruction/digital-learning-days-inclement-weather","136","3160","1","0","1301110"
"United ISD","TX","Laredo","2020 (by)","","Yes","K-12","Chromebook","upper bound; United ISD students issued Chromebooks (confirmed at United HS); specific 1:1 launch year not surfaced in public sources; COVID-era distribution likely","https://www.uisd.net/27097_1","https://uhs.uisd.net/","137","3151","1","0","4843650"
"Sarasota County Schools","FL","Sarasota","2020 (by)","","Yes","K-12","Chromebook","upper bound; specific 1:1 launch year not surfaced in public sources","https://www.sarasotacountyschools.net/","","138","3142","1","0","1201680"
"Meridian/West Ada Joint District No. 2","ID","Meridian","2020","August","Yes","K-12","Chromebook","COVID-driven 1:1 rollout; ordered 11,750 student devices for Sep 2020 launch; pandemic accelerated 1:1 ratio; continued as standard infrastructure post-COVID","https://www.idahopress.com/meridian/news/tech-questions-persist-for-west-ada-schools-ahead-of-in-person-reopen/article_2b1d78e3-2c61-5a7a-9e78-05587e187535.html","https://www.idahoednews.org/news/analysis-boises-school-year-begins-with-a-rocky-online-rollout/","139","3137","1","0","1602100"
"Salem-Keizer Public Schools","OR","Salem","2019","August","Yes","K-12 (near-1:1 via classroom + take-home)","Chromebook","Aug 2019 board approved Chromebook lease for nearly all classrooms (saved $500K); April 2020 distributed 51,000 Chromebooks for distance learning; students allowed to keep over summer; continuing as district 1:1 standard","https://www.keizertimes.com/2019/08/16/school-board-approves-chromebooks-for-almost-every-class-saves-500k/","https://katu.com/news/local/salem-keizer-students-can-rent-chromebooks-for-free-to-continue-studies-during-closure","140","3120","1","0","4110820"
"Corpus Christi ISD","TX","Corpus Christi","2025","August","Yes","K-12","Chromebook","'1:1 for Everyone' initiative launched Aug 2025 to assign Chromebooks to specific students; district had Chromebook 1:1 Program prior but tied to specific schools/programs; no clear pre-2020 district-wide rollout date found","https://www.kiiitv.com/article/news/local/ccisd-into-the-digital-age/503-ab5f3245-619a-40df-a279-f0e0eda0547d","https://www.ccisd.us/article/2190014","141","3105","1","0","4815270"
