"district_name","state","city","year_started","month_started","one_to_one","grade_levels","device_type","notes","source_url","source_2","seda_rank","seda_row_count","web_search","fb_search","leaid"
"Meriden School District","CT","Meriden","2015 (by)","","Yes","K-12","Mixed","District had 1:1 device initiative and BYOD K-12 by 2015; Supt Benigni recognized as 2015 EdWeek Leader for 1:1 work; district reallocated resources for Chromebooks","https://www.meridenk12.org/district/bring-your-own-device-byod-/","https://districtadministration.com/awards-program-entry/meriden-public-schools-meriden-connecticut-2/","1017","685","1","0","0902400"
"N. Little Rock School District","AR","North Little Rock","2020 (by)","","Yes (likely)","K-12","Chromebook","Chromebooks used during COVID-19; checkout available for virtual option 2020-21; no pre-COVID formal 1:1 rollout confirmed","https://www.fox16.com/news/local-news/north-little-rock-school-district-using-chromebooks-during-covid-19/","","1018","685","1","0","0510680"
"Cherokee 01","SC","Gaffney","2015","August","Yes (phased)","HS (Aug 2015); MS (Aug 2016); 3-5 (Feb 2017); K-2 sets (Aug 2017)","Mixed (laptop/Chromebook)","Fully 1:1 by Aug 2017; HS launched Aug 2015 with laptops; MS Aug 2016; 2020-21 all HS/MS received Chromebooks (upgrade)","https://www.cherokee1.org/","","1019","684","1","0","4501500"
"Kentwood Public Schools","MI","Kentwood","2020 (by)","","Yes","K-12","Chromebook","District has 1:1 Chromebook program; insurance fee charged for middle/high students; no earlier launch date confirmed","https://www.kentwoodps.org/departments/technology/chromebooks/","","1020","684","1","0","2620340"
"Franklin Township Com Sch Corp","IN","Indianapolis","2020 (by)","","Yes (likely)","6-12","Chromebook","FTCSC 1:1 Chromebook program active; 2025-26 handbook confirms program; FTCSC has BYOD wireless network; no firm pre-2020 launch date found","https://www.ftcsc.org/page/technology-integration","https://files-backend.assets.thrillshare.com/documents/asset/uploaded_file/4612/Ftps/99729042-b17e-46d8-8239-4cadbf5d7c2f/2025.26_FTPSChromebookHandbook.pdf?disposition=inline","1021","684","1","0","1803750"
"Sampson County Schools","NC","Clinton","2020 (by)","","Yes","K-12","Chromebook","All students K-12 have school-issued digital device; ~14,725 networked devices; no earlier firm 1:1 launch date confirmed","https://www.sampson.k12.nc.us/","","1022","683","1","0","3704140"
"Lamar County School District","MS","Purvis","2020","Fall","Yes (likely)","K-12","Mixed","Part of Mississippi Connects statewide 1:1 initiative; $200M state program distributed 325,000+ devices to all MS public school students fall 2020","https://issuu.com/rcumedia/docs/sf_2021_winter_web/s/11938699","","1023","681","1","0","2802400"
"Channelview ISD","TX","Channelview","2020 (by)","","Yes (likely)","K-12","Chromebook","District has 1:1 Chromebook info page; 2019 bond included technology funding; no firm pre-2020 1:1 rollout date confirmed","https://www.cvisd.org/page/technology","","1024","680","1","0","4813590"
"Hoke County Schools","NC","Raeford","2020 (by)","","Yes","K-12","Chromebook","Fully 1:1 Chromebook district; Chromebook information on district site; no earlier launch date confirmed","https://www.hcs.k12.nc.us/departments/digital-teaching-and-learning/for-new-students/chromebook-information","","1025","680","1","0","3702250"
"Bonita Unified","CA","San Dimas","2020 (by)","","Yes (likely)","K-12","Chromebook","All students have BUSD-issued Chromebooks; district also has iPads; CIS dept supports Chromebooks and iPads; no earlier launch date confirmed","https://do.bonita.k12.ca.us/District/Educational-Services/Computer-Information-Services/About/Chromebooks/index.html","","1026","680","1","0","0605610"
"Beaumont Unified","CA","Beaumont","2020 (by)","","Yes (likely)","K-12","Chromebook","District has Chromebook program page; California COVID-era device distribution 2020; no earlier 1:1 launch date confirmed","https://www.beaumontusd.us/apps/pages/chromebooks","","1027","680","1","0","0604290"
"Jefferson County Schools","WV","Charles Town","2025 (by)","August","Yes (likely)","K-12","Chromebook","All students to get new Chromebooks for 2025-26 SY per Aug 2025 newsletter; no earlier 1:1 launch date confirmed","https://jcs.edurooms.com/engage/jefferson-county-schools/newsletters/beacon-august-2025","","1028","678","1","0","5400570"
"Vicksburg Warren School Dist","MS","Vicksburg","2016","July","Yes (phased)","9-12 first","Chromebook","Jul 2016 Chromebook rollout to all three HS (Vicksburg, Warren Central, River City Early College); Lenovo Chromebooks; $25 tech fee; grades 3-12 now have devices","https://www.vicksburgpost.com/2016/07/18/students-to-get-laptops-next-week/","https://www.ksl.com/article/40717616/vicksburg-students-to-get-laptops-next-week","1029","677","1","0","2804470"
"Minnetonka Public School District","MN","Minnetonka","2011","Fall","Yes","K-12","iPad","1:1 iPad program since 2011 confirmed by district; Apple Distinguished Program; all K-12 students issued iPad; Supt noted '15 years' in May 2026 article","https://www.minnetonkaschools.org/district/programs/ipad","https://www.startribune.com/minnesota-schools-embrace-ipads-laptops-and-hope-they-re-readying-students-for-a-digital-future/564711151","1030","677","1","0","2711670"
"Greenwood 50","SC","Greenwood","2019 (by)","","Yes","K-12","Chromebook","District rolled out Chromebooks to students in grades K5-12; over 12,000 devices deployed; HS Chromebook page exists; no specific earlier launch year found","https://www.gwd50.org/Page/11775","","1031","676","1","0","4502340"
"Mustang","OK","Mustang","2021 (by)","","Yes (phased)","5-12","Chromebook","#WeAreMpowered program; grades 5-12 receive Chromebooks; adopted PTD policy 2013-14 for BYOD; Linewize case study says 'three years after rolling out Chromebooks' referenced ~2021; PreK-4 have iPads","https://www.mustangps.org/departments/technology/mpowered","https://www.linewize.com/resources/case-studies/mustang-public-schools","1032","676","1","0","4021000"
"Limestone County","AL","Athens","2020 (by)","","Yes (likely)","K-12","Chromebook","No specific 1:1 launch date found; district has 17 schools 15,893 students; general device program in place","https://www.lcsk12.org/","","1033","676","1","0","0102100"
"Canyon ISD","TX","Canyon","2020 (by)","","Yes","2-12","Chromebook","All grades 2-12 assigned district Chromebook with charging cable and case; K-1 use iPads; no earlier firm 1:1 launch date confirmed","https://www.canyonisd.net/","","1034","675","1","0","4812810"
"Quincy","MA","Quincy","2020 (by)","","Yes","4-12","Chromebook","All grades 4-12 issued Chromebook; borrow program also available; no earlier firm launch date found","https://www.quincypublicschools.com/our_district/academic_support/technology_planning_and_training/technology_assistance/how_to_borrow_a_chromebook","","1035","674","1","0","2509870"
"Avon Community School Corp","IN","Avon","2020 (by)","","Yes (phased)","6-11","Laptop","STEP-UP program provides laptops for grades 6-11; does NOT support Chromebooks; uses Windows laptops; no firm launch year found; board-adopted tech curriculum 2013-2019","https://www.avon-schools.org/services/technology","https://resources.finalsite.net/images/v1689693682/avonschoolsorg/cdrjrclizarjtu1asj9f/ACSCSTEPUPStudentDeviceGuidelines20230718.pdf","1036","674","1","0","1800270"
"Parkland SD","PA","Allentown","2020 (by)","","Yes","K-12","Chromebook","Parkland Ready initiative provides each student individual Chromebook; 2-in-1 touchscreen Chromebook; no firm earlier launch date found","https://www.parklandsd.org/departments/technology/ready","","1037","673","1","0","4218510"
"Mount Vernon School District","NY","Mount Vernon","2020 (by)","","Yes (likely)","K-12","Mixed (iPad/Chromebook)","District provides K-12 students with iPad (K) or Chromebook (grades 1-12); no earlier 1:1 launch date confirmed","https://www.mtvernoncsd.org/departments/technology","","1038","673","1","0","3620100"
"Longwood Central School District","NY","Middle Island","2020 (by)","","Yes (likely)","K-12","Chromebook","Smart Schools Bond Act Phase 2 included Chromebooks; Phase 1 (network) submitted Jun 2016 approved Jul 2017; Phase 2 device rollout; no firm completion year confirmed","http://longwood.k12.ny.us/departments/technology/chromebooks","","1039","673","1","0","3619230"
"Arlington Central School District","NY","Lagrangeville","2020 (by)","","Yes (likely)","K-12","Chromebook","District has Chromebook troubleshooting guide; students use Chromebooks; no earlier firm 1:1 launch date confirmed","https://www.arlingtonschools.org/o/acsd/page/chromebook-troubleshooting-guide","","1040","673","1","0","3603270"
"Fountain Valley Elementary","CA","Fountain Valley","2020 (by)","","Yes","K-8","Chromebook","Students carry Chromebooks daily (charge overnight; bring to school daily); Chromebook insurance available; no earlier launch date confirmed","https://www.fvsd.us/apps/pages/index.jsp?uREC_ID=258518&type=d&pREC_ID=2695039","","1041","672","1","0","0614220"
"East Allen County Schools","IN","New Haven","2012","Fall","Yes","K-12","iPad","1:1 iPad Blended Learning Initiative began 2012; 9,600 students and 730 staff across 14 schools received iPads; program covers K-12","https://www.infocase.com/east-allen-county-schools/","https://www.eacs.k12.in.us/students/parent_student_ipad_information","1042","671","1","0","1802850"
"Campbell County School District #1","WY","Gillette","2020 (by)","","Partial","varies","Mixed","District uses 3:1 student-to-device standard funding model; iPads and Chromebooks in use; no confirmed 1:1 rollout; some buildings achieving 1:1","https://www.ccsd.k12.wy.us/families/district-universal-handbook-pages/technology","","1043","670","1","0","5601470"
"Owasso","OK","Owasso","2020 (by)","","Yes (phased)","6-12","Chromebook","1:1 Chromebook program for grades 6-12; G-Suite district; bond issues funded expansion; no specific earlier launch year confirmed","https://www.owassops.org/departments/technology/11-device-program","","1044","670","1","0","4023280"
"School District No. 3 in the County of El Paso and State of","CO","Colorado Springs","2020 (by)","","Yes (likely)","K-12","Mixed","Colorado Springs District 3 provides iPads, Chromebooks, or Dell laptops per Aug 2020 news; COVID-era rollout to all students","https://gazette.com/news/colorado-springs-district-11-to-provide-students-with-an-ipad-chromebook-or-dell-laptop/article_c288343c-d834-11ea-a682-e3859c7b83b3.html","","1045","670","1","0","0806480"
"Alta Loma Elementary","CA","Rancho Cucamonga","2020 (by)","","Yes (likely)","K-8","Chromebook","Alta Loma School District has IT department supporting technology integration; Chromebook program active; no earlier launch date confirmed","https://www.alsd.k12.ca.us/o/alsd/page/information-technology","","1046","670","1","0","0602160"
"Edina Public School District","MN","Edina","2009","January","Yes (phased)","HS pilot 2009 (BYOD+1:1); expanded over years","Mixed (laptop/Chromebook/iPad)","1:1 notebook pilot began 2008-09 SY; BYOD initiative launched Jan 2009 at HS; Long-Range Tech Plan 2007-2013 included 1:1; now uses iPads K-1 and Chromebooks for 2-12","https://edtechmagazine.com/k12/article/2012/03/how-edina-public-schools-moved-one-one-byod","https://www.edinaschools.org/about/departments/technology/learning-and-technology","1047","669","1","0","2711250"
"Scott County","KY","Georgetown","2022","Fall","Yes","K-12","Chromebook","Individual Chromebooks for all K-12 students announced Jul 2022; program launched 2022-23 SY; 4-year replacement cycle; graduates keep devices","https://www.weku.org/education/2022-07-18/scott-county-public-schools-announce-individual-chromebooks-for-all-k-12-students","https://fox56news.com/news/local/scott-county-students-to-have-chromebooks-issued-for-upcoming-school-year/","1048","669","1","0","2105260"
"Council Bluffs Comm School District","IA","Council Bluffs","2011","February","Yes (phased)","Pilot 2011 (Project 500); expanded grades 4-12 over years","Chromebook","First in Iowa with Chromebooks 1:1; Google CR-48 pilot Nov 2010 (Project 500); full rollout began Feb 2011 for 500 students; district-wide expansion grades 4-12 2011-2013","https://wdmtech.wordpress.com/2013/03/26/council-bluffs/","","1049","669","1","0","1908220"
"Crane Elementary District","AZ","Yuma","2020 (by)","","Yes (likely)","K-8","Chromebook","Crane Middle School distributing 300 Chromebooks to 7th graders (Apr 2026 AZ Tech Week); no earlier firm district-wide 1:1 launch date confirmed","https://www.kawc.org/news/2026-04-06/yuma-san-luis-join-arizona-tech-week-with-local-events","","1050","669","1","0","0402400"
"William Floyd Union Free School District","NY","Mastic Beach","2020 (by)","","Yes (likely)","K-12","Chromebook","Upper bound; COVID-era distribution confirmed for 2020-21 SY; district assigned Chromebooks to students for distance learning March 2020; 900+ devices not yet returned noted post-COVID; no pre-2020 1:1 program found","https://www.wfsd.k12.ny.us/post/~board/posts/post/chromebooks-canvas-google-classroom-help-desk-parent-portal-information","","1051","668","1","0","3618690"
"Old Bridge Township School District","NJ","Old Bridge","2020 (by)","","Yes (likely)","K-12","Chromebook","Upper bound; district has student Chromebook program; no pre-2020 dated launch source found; COVID-era rollout likely","https://www.oldbridgeadmin.org/page/technology-resources-parent","","1052","668","1","0","3409270"
"Lincoln Unified","CA","Stockton","2020 (by)","","Yes (likely)","K-12","Chromebook","Upper bound; district has Chromebook Technical Support page for parents; COVID-era distribution confirmed 2020; no earlier firm 1:1 launch found","https://www.lusd.net/apps/pages/index.jsp?uREC_ID=1591089&type=d&pREC_ID=1923679","","1053","668","1","0","0621690"
"Jackson Township School District","NJ","Jackson Township","2020 (by)","","Yes (likely)","K-12","Chromebook","Upper bound; district uses Chromebooks; no specific 1:1 launch year found in web search; COVID-era assumed rollout","https://www.jacksonsd.org/","","1054","666","1","0","3407740"
"Vallivue School District","ID","Caldwell","2020 (by)","","Yes (likely)","K-12","Chromebook","Upper bound; Chromebook policies noted at Sage Valley MS and tested district-wide; phone ban 2024 references existing Chromebook program; no firm launch year found","https://thevalli-vue.org/1605/news/phone-and-chromebook-policies-change-tech-in-vallivue/","","1055","666","1","0","1600600"
"Pittsylvania Co Pblc Schs","VA","Chatham","2022","","Yes (phased)","9-12 (phase 1)","Chromebook","In its 2nd year of initiative providing Chromebooks to all 9-12 students as of Nov 2023 article; 6,000 Chromebooks and 1,000 hotspots purchased 2021; HS-focused 1:1; lower grades have classroom access","https://www.pcs.k12.va.us/parents__students/chromebooks__1_1_initiative","https://godanriver.com/news/local/education/pittsylvania-county-school-board-budget-safety-security/article_fd40de96-834c-11ee-8715-bbbb23b69b50.html","1056","664","1","0","5102940"
"Framingham","MA","Framingham","2020","May","Yes","K-12","Chromebook","3,200+ Chromebooks distributed May 2020 during COVID closure; Sept 2020 7,000+ Chromebooks distributed; 2020-21 SY all elementary and middle school students required to use school-issued Chromebooks; COVID-era 1:1 launch","https://framinghamsource.com/index.php/2020/09/18/framingham-public-schools-distribute-more-than-7000-chromebooks-to-students/","https://framinghamsource.com/index.php/2020/05/09/2020-framingham-schools-distribute-more-than-3200-chromebooks-to-students/","1057","664","1","0","2504980"
"El Centro Elementary","CA","El Centro","2020 (by)","","Yes (likely)","K-8","Chromebook","Upper bound; district has Chromebook program; COVID-era California rollout assumed; no firm pre-2020 launch date found","https://www.facebook.com/@ElCentroESD/","","1058","664","1","0","0612030"
"Youngstown City Schools","OH","Youngstown","2020","September","Yes","K-12","Mixed (iPad/Chromebook)","Sept 2020 device distribution: all scholars required to take home iPad or Chromebook; CEO Jennings confirmed readiness for Sept 8 remote start; devices added Friday distribution Sept 4 2020; COVID-era 1:1 rollout","https://www.vindy.com/news/local-news/2020/09/youngstown-schools-add-device-distribution/","","1059","663","1","0","3904516"
"Brick Township Public Schools","NJ","Brick Township","2020 (by)","","Yes","2-12 (take-home); K-1 classroom","Chromebook","Every student receives district-issued Chromebook; grades 2-5 take home; no specific launch year found; COVID-era or pre-COVID program exists","https://support.brickschools.org/kb/faq.php?id=3","","1060","663","1","0","3402220"
"Stillwater Area Public School Dist.","MN","Stillwater","2022","","Yes","K-12","Chromebook","Technology levy approved by voters Nov 2021 funded 1:1 program; Chromebooks deployed starting 2022 school year; prior BYOD 'Bring It' program at secondary level (2014-15 era); 2022 is firm 1:1 district Chromebook year","https://www.stillwaterschools.org/our-district/news/district-news-detail/~board/district-news/post/chromebooks-are-on-the-way","https://www.stillwaterschools.org/our-district/news/district-news-detail/~board/district-news/post/voters-approve-replacement-levy-and-technology-levy","1061","663","1","0","2738190"
"Jones Co School Dist","MS","Ellisville","2020","Fall","Yes","K-12","Mixed (laptop/Chromebook/iPad)","Mississippi Connects state program; devices arrived Sept-Nov 2020; MS legislature allocated $200M; districts chose Windows laptops, Chromebooks, or iPads; statewide 1:1 rollout for all public school students","https://issuu.com/rcumedia/docs/sf_2021_winter_web/s/11938699","https://www.djournal.com/news/education/mde-delivers-more-than-325-000-computers-to-schools-statewide/article_b395d766-ad2b-538e-b20c-d1ec0cd5df89.html","1062","662","1","0","2802280"
"San Leandro Unified","CA","San Leandro","2020 (by)","","Yes (likely)","K-12","Chromebook","Upper bound; district has Chromebook support infrastructure; COVID-era online learning page references devices; no firm earlier 1:1 launch found","https://www.slusd.us/home-learning-resources/","","1063","662","1","0","0634680"
"Jefferson Elementary","CA","Daly City","2020 (by)","","Yes","K-8","Chromebook","District provides every student with a Chromebook and Google email; COVID-era distribution confirmed 2020; no pre-2020 firm launch date found; current program confirmed 1:1","https://www.jeffersonschooldistrict.com/about-us/departments/technology/tech-links","","1064","662","1","0","0618870"
"Calexico Unified","CA","Calexico","2020 (by)","","Yes (likely)","K-12","Chromebook","Upper bound; district website has COVID-19 page; California Connects-era rollout 2020; no earlier firm 1:1 launch found","https://www.cusdk12.org/COVID-19/","","1065","662","1","0","0606900"
"DeSoto ISD","TX","DeSoto","2020 (by)","","Yes","PreK-12","Mixed (iPad/Chromebook)","Upper bound; PreK-1 iPads for classroom; gr2-8 Chromebooks/laptops; gr9-12 devices; one-to-one student device initiative confirmed; 2025 bond adds cart-model Chromebooks; no firm pre-2020 1:1 district-wide launch date found","https://www.desotoisd.org/departments/technology/district_issued_devices","","1066","661","1","0","4816860"
"Kenai Peninsula Borough School District","AK","Soldotna","2020 (by)","March","Yes (likely)","K-12","Chromebook","Upper bound; Mar 2020 district identified 500+ students needing Chromebooks at home; iChoice virtual students assigned Chromebooks from neighborhood schools; COVID-era distribution; no pre-2020 district-wide 1:1 found","https://www.kpbsd.k12.ak.us/communications.aspx?id=42170","https://www.homernews.com/news/schools-prep-for-online-learning/","1067","660","1","0","0200390"
"Berkeley Unified","CA","Berkeley","2022","August","Yes","K-12","Chromebook","2,300 Chromebooks purchased with federal funds 2022 for home checkout via school libraries; in 2020 COVID hub distributed Chromebooks; prior to 2022 not fully 1:1 (shared classroom sets); 2022 library checkout = near-1:1 take-home","https://www.berkeleyschools.net/2022/08/new-chromebooks-for-home-use-are-now-available-in-your-schools-library-los-chromebooks-para-uso-en-el-hogar-se-encuentran-ahora-disponibles-en-la-biblioteca-de-su-escuela/","https://berkeleyhighjacket.com/2022/news/district-purchases-2300-chromebooks-for-student-use-at-home/","1068","659","1","0","0604740"
"Mead School District","WA","Mead","2020 (by)","","Yes","6-12 (take-home); K-5 classroom","Chromebook","Upper bound; district provides Chromebook access to all students; MS/HS optional insurance program; no specific launch year found; COVID-era assumed for take-home program","https://www.mead354.org/about-us/department-directory/technology-services/optional-chromebook-insurance","","1069","658","1","0","5304920"
"Lufkin ISD","TX","Lufkin","2020 (by)","","Yes (likely)","K-12","Chromebook","Upper bound; district website has technology support page; no specific 1:1 launch year found in web searches; COVID-era rollout assumed; $140M 2026 bond focuses on facilities not devices","https://www.lufkinisd.org/","","1070","658","1","0","4828550"
"West Linn-Wilsonville SD 3J","OR","West Linn","2020 (by)","","Yes (likely)","K-12","Chromebook","Upper bound; district loans Chromebooks to students with summer keep-option; COVID-era distance learning device rollout referenced; no pre-2020 firm 1:1 launch date found","https://www.wlwv.k12.or.us/","","1071","658","1","0","4113170"
"Redondo Beach Unified","CA","Redondo Beach","2014","August","Yes","3-12","Chromebook","Pilot Jan 2014: 35 teachers + 1,000 students; full rollout August 2014 for 2014-15 SY; gr3-12 (~7,000 students) each received Chromebook; funded by Measure Q 2012 bond ($18M for tech); early adopter","https://easyreadernews.com/redondo-beach-unified-school-district-rolls-chromebook-pilot-2/","http://schoolnewsrollcall.com/wp-content/uploads/2015/08/RB_SEPT_14.pdf","1072","658","1","0","0600032"
"St Clair County","AL","Ashville","2020 (by)","","Yes (likely)","K-12","Chromebook","Upper bound; 2012-13 district planning 2:1 laptop initiative; current website shows Chromebook program; no firm 1:1 Chromebook launch year found in web search","https://www.sccboe.org/","","1073","658","1","0","0103062"
"Dickson County","TN","Charlotte","2020 (by)","","Yes (likely)","K-12","Chromebook","Upper bound; district has Student Portable Device Agreement for Chromebooks; G Suite Apps referenced for student use; no specific 1:1 launch year found; COVID-era rollout assumed","https://www.dcstn.org/PortableDeviceAgreement.aspx","","1074","657","1","0","4701020"
"Bridgewater-Raritan Regional School District","NJ","Bridgewater","2020 (by)","","Yes (likely)","K-12","Chromebook","Upper bound; Student Chromebook Information PDF exists on district website; no specific launch year found in web searches; COVID-era or pre-COVID program exists","https://resources.finalsite.net/images/v1632242105/brrsdk12njus/nrjbxvhnptbay87cpxlz/StudentChromebookInformation.pdf","","1075","657","1","0","3402280"
"Olympia School District","WA","Olympia","2019","September","Yes","6-12","Chromebook","September 2019 launch at Olympia High School; Capital HS, Jefferson MS, Washington MS also covered; proof-of-concept projects preceded rollout; grades 6-12 district-owned Chromebook for home and school use","https://osd.wednet.edu/departments/technology/1_1_chromebooks/about_this_program","https://olympia.osd.wednet.edu/students/c_h_r_o_m_e_b_o_o_k_s_for_students","1076","656","1","0","5306180"
"Sumter 02","SC","Sumter","2020 (by)","","Yes","K-12","Chromebook","Upper bound; One-to-Global initiative provides device for every K-12 student; SCS Student/Parent Chromebook 1:1 Guidelines PDF dated Aug 2022; COVID-era or post-COVID launch; no pre-2020 firm date found","https://4.files.edl.io/44cd/08/02/22/142533-01d0177b-b255-43b8-b66e-0324dd22644b.pdf","https://ems.sumterschools.net/media-center/technology-in-the-classroom/","1077","656","1","0","4503720"
"Bay City School District","MI","Bay City","2020 (by)","","Yes (likely)","K-12","Chromebook","Upper bound; district has Chromebook Insurance Coverage; students learn with Chromebooks; no specific 1:1 launch year found; COVID-era rollout assumed","https://bcschools.net/en-US/gifted-talented-program-7c90e01b","","1078","656","1","0","2604260"
"Manor ISD","TX","Manor","2011","","Yes (phased)","HS initially (2011-12); district-wide phased","iPad","Manor High School + Manor New Tech High 1:1 iPad initiative 2011; 2012 deployed to all 3 HS; 2012-14 purchased 7,300 iPads; stepped back from 1:1 at elem/MS over time; early iPad adopter","https://www.manorisd.net/departments/operations/technology/iteach","https://spectrumlocalnews.com/tx/austin/news/2019/08/23/manor-isd-tech-programs-narrow-homework-gap-","1079","654","1","0","4828890"
"York City SD","PA","York","2020 (by)","","Yes (likely)","K-12","Chromebook","Upper bound; York City School District PA; no specific 1:1 launch year found in web searches; COVID-era rollout assumed for urban PA district","https://nces.ed.gov/ccd/districtsearch/district_detail.asp?ID2=4226820","","1080","654","1","0","4226820"
"Washington County","TN","Johnson City","2022","","Yes (phased)","9-12 first (2021-22); K-8 added 2022-23","Chromebook","Herald & Tribune Oct 2022 article: district kicked off Chromebook launch with 1,325 Chromebooks + 53 carts for K-8; HS already had Chromebooks prior year; goal to become full 1:1 within a year from that point","https://www.heraldandtribune.com/news/community/bridging-the-gap-school-district-kicks-off-chromebook-launch/article_2ad07b26-016c-5519-9384-44746cc4f1e7.html","","1081","652","1","0","4704380"
"Centralia Elementary","CA","Buena Park","2020 (by)","","Yes (likely)","K-8","Chromebook","Upper bound; Centralia Elementary SD Orange County CA; district uses Chromebooks with Clever badge login for elementary; COVID-era rollout assumed; no pre-2020 firm launch date found","https://ct.cesd.k12.ca.us/","","1082","652","1","0","0608070"
"Anderson Community School Corp","IN","Anderson","2016","January","Yes (phased)","6th grade Jan 2016 (next phase in rollout)","Chromebook","Jan 2016: Chromebooks sent home with 6th graders as next step in 1:1 rollout; program built out over multiple years with parent meetings preceding each phase; Chromebook 1:1 program page on district site","https://acsc.edlioschool.com/apps/pages/index.jsp?uREC_ID=619342&type=d&pREC_ID=1094367","https://www.acsc.net/","1083","651","1","0","1800150"
"Lawndale Elementary","CA","Lawndale","2020 (by)","","Yes","1-8","Chromebook","Upper bound; every 1st-8th grade student has Chromebook checked out for home use; insurance partnership with School Device Coverage/U-PIC; no specific launch year found; COVID-era or post-COVID rollout","https://www.lawndale.k12.ca.us/chromebook","https://www.lawndalesd.net/parents/school-device","1084","651","1","0","0621210"
"Los Alamitos Unified","CA","Los Alamitos","2020 (by)","","Yes (phased)","HS 1:1 Chromebook; elem BYOD (4 years prior to search)","Chromebook","Upper bound; LAHS 1:1 Chromebook program exists (firm year not found); BYOD at elem started ~4 yrs before ~2021 reference; no board meeting or press release with firm date found","https://lahs.losal.org/our-school/chromebook-11-program","https://www.losal.org/programs/byod","1085","650","1","0","0622590"
"Florence Unified School District","AZ","Florence","2018 (by)","","Yes","K-12","Chromebook","Upper bound; Florence 1 Schools Device Guide referenced for 2018-19 (may be different entity); FUSD 1:1 Technology Initiative confirmed with optional laptop insurance; every student provided Chromebook; no pre-2018 firm date found","https://fusdaz.org/optionallaptopinsuranceprogram","https://fusdaz.org/46318_3","1086","650","1","0","0402920"
"Surry County Schools","NC","Dobson","2020 (by)","","Yes (likely)","K-12","Chromebook","Upper bound; district has Student Device Program and Chromebooks noted in Media Center page; no specific 1:1 launch year found; COVID-era rollout assumed","https://nc01911451.schoolwires.net/Domain/19303","","1087","649","1","0","3704410"
"Los Lunas Public Schools","NM","Los Lunas","2017","","Yes","K-12","Mixed (iPad/MacBook Air)","2017 Apple ConnectEd grant to 3 schools; now all students and staff 1:1; K-8 iPads, HS MacBook Airs; Apple Distinguished Community designation; phased from grant pilot to full district","https://www.llschools.net/departments/educational-technology/apple-distinguished-community","https://www.llschools.net/departments/technology/technology-handbook","1088","648","1","0","3501680"
"Bayonne Board of Education","NJ","Bayonne","2020 (by)","","Yes (likely)","K-12","Chromebook","Upper bound; district committed to 21st-century educational technologies; no specific 1:1 Chromebook program launch year found; COVID-era rollout assumed","https://www.bboed.org/","","1089","648","1","0","3401260"
"Raytown C-2","MO","Raytown","2016 (by)","","Yes","K-12","Chromebook","Upper bound; Lenovo Outstanding Service Award annually since 2016 confirms device program operational by then; class of 2019 first to keep devices; grades 6-12 take home; PK-5 classroom access; no exact launch year found","https://www.raytownschools.org/departments/technology/1-1-program","https://www.raytownschools.org/departments/technology/overview","1090","648","1","0","2926070"
"Shoreline School District","WA","Shoreline","2011","","Yes (phased)","9-12 (iPad 2011-12); 9-12 Chromebook by 2018-19","Mixed (iPad then Chromebook)","iPad pilot at Shorewood HS 2011-12; expanded to Shorecrest HS 2012-13 (all gr9-12); 2018-19 switched to Lenovo Chromebooks; 2010 technology levy funded initial program; early iPad 1:1 adopter","https://en.wikipedia.org/wiki/Shoreline_School_District","https://www.ssd412.org/departments/technology/chromebook-program-information","1091","647","1","0","5307920"
"Granville County Schools","NC","Oxford","2020 (by)","","Yes","K-12","Chromebook","Upper bound; GCPS 1:1 Initiative confirmed with take-home 3-12 and in-school K-2; new devices in gr3, 6, 9; 4 high schools are 1:1 laptop; no specific launch year found; COVID-era or post-COVID launch assumed","https://www.gcs.k12.nc.us/technology-0a7f540b/gcps-11-initiative-07688cd4","","1092","646","1","0","3701800"
"East Penn SD","PA","Emmaus","2020","","Yes","K-12","Mixed (Chromebook/iPad)","Tech Committee goal: 1:1 by 2020 via 'EPSD Connects'; secondary get HP Flip X360 Chromebook 11\" G3; elementary get iPad 9th gen; BYOD program also exists; 2020 launch confirmed as goal year","https://www.eastpennsd.org/technology/1-to-1-program/","https://www.eastpennsd.org/technology/access/","1093","645","1","0","4208550"
"Barrington CUSD 220","IL","Barrington","2013","","Yes (phased)","HS pilot 2012-13; full HS 2013-14; MS 2015-16; elem 2016-17","iPad","One to World program; piloted 2012-13 at BHS; full HS 2013-14; full MS 2015-16; full PK-5 2016-17; all students use Apple iPad as primary device; early iPad 1:1 district-wide adopter","https://www.barrington220.org/departments/technology-innovation/one-to-world","http://bsd220tech.blogspot.com/p/one-to-world.html","1094","645","1","0","1705050"
"Carteret County Public Schools","NC","Beaufort","2015","","Yes","K-12","Chromebook","RFP #CCPS-201501 issued Jan 2015 with work start March 27 2015: district sought Google Apps for Ed Chromebook environment; 3,500 more Chromebooks added Aug 2021; strong evidence of 2015 initial 1:1 rollout","https://cdnsm5-ss19.sharpschool.com/UserFiles/Servers/Server_27511823/File/Departments/Technology%20Media/Bids/227541099425159829.pdf","https://www.carolinacoastonline.com/news_times/article_dff773e6-f621-11eb-b80c-8f3ef36477ec.html","1095","643","1","0","3700630"
"Blount County","AL","Oneonta","2020 (by)","","Yes (likely)","K-12","Chromebook","Upper bound; district website notes Chromebook program; 2012-13 district considered 2:1 initiative; no firm 1:1 Chromebook launch year found; COVID-era rollout assumed","https://www.blountboe.net/departments/curriculum","","1096","643","1","0","0100420"
